OrderRef,MenuID,BookingID,StaffID,DeliveryStatusID,OrderDate,TableNumber,Quantity,Cost,Discount,DeliveryCost,Sales
29-600-8355,2,230,11,230,1/11/2019,5,1,133.17,17.4,76.57,199.755
29-600-8355,2,230,11,230,1/11/2019,5,1,210,37.04,76.57,315
29-600-8355,2,230,11,230,1/11/2019,5,1,44.57,67.77,76.57,66.855
29-600-8355,2,230,11,230,1/11/2019,5,1,220,94.76,76.57,330
29-600-8355,2,230,11,230,1/11/2019,5,1,101.6,91.41,76.57,152.4
29-600-8355,2,230,11,230,1/11/2019,5,1,235,24,76.57,352.5
29-600-8355,2,230,11,230,1/11/2019,5,1,124.62,35.44,76.57,186.93
29-600-8355,2,230,11,230,1/11/2019,5,1,119.8,20,76.57,179.7
29-600-8355,2,230,11,230,1/11/2019,5,1,98,9.71,76.57,147
29-600-8355,2,230,11,230,1/11/2019,5,1,83.99,10,76.57,125.985
29-600-8355,2,230,11,230,1/11/2019,5,1,225,31.2,76.57,337.5
29-600-8355,2,230,11,230,1/11/2019,5,1,133.17,15,76.57,199.755
29-600-8355,2,230,11,230,1/11/2019,5,1,210,80.34,76.57,315
29-600-8355,2,230,11,230,1/11/2019,5,1,44.57,53.53,76.57,66.855
65-966-4872,3,231,14,231,9/05/2020,4,2,93.13,30,52.89,139.695
65-966-4872,3,231,14,231,9/05/2020,4,2,75,9.12,52.89,112.5
65-966-4872,3,231,14,231,9/05/2020,4,2,144.09,47.84,52.89,216.135
65-966-4872,3,231,14,231,9/05/2020,4,2,125,17.4,52.89,187.5
65-966-4872,3,231,14,231,9/05/2020,4,2,168.27,37.04,52.89,252.405
65-966-4872,3,231,14,231,9/05/2020,4,2,69.38,67.77,52.89,104.07
65-966-4872,3,231,14,231,9/05/2020,4,2,190,94.76,52.89,285
65-966-4872,3,231,14,231,9/05/2020,4,2,52.08,91.41,52.89,78.12
65-966-4872,3,231,14,231,9/05/2020,4,2,310,24,52.89,465
65-966-4872,3,231,14,231,9/05/2020,4,2,91.84,35.44,52.89,137.76
65-966-4872,3,231,14,231,9/05/2020,4,2,320,20,52.89,480
65-966-4872,3,231,14,231,9/05/2020,4,2,93.13,9.71,52.89,139.695
65-966-4872,3,231,14,231,9/05/2020,4,2,75,10,52.89,112.5
65-966-4872,3,231,14,231,9/05/2020,4,2,144.09,31.2,52.89,216.135
65-966-4872,3,231,14,231,9/05/2020,4,2,125,15,52.89,187.5
65-966-4872,3,231,14,231,9/05/2020,4,2,168.27,80.34,52.89,252.405
65-966-4872,3,231,14,231,9/05/2020,4,2,69.38,53.53,52.89,104.07
65-966-4872,3,231,14,231,9/05/2020,4,2,190,61.49,52.89,285
65-966-4872,3,231,14,231,9/05/2020,4,2,52.08,10.52,52.89,78.12
65-966-4872,3,231,14,231,9/05/2020,4,2,310,54.08,52.89,465
65-966-4872,3,231,14,231,9/05/2020,4,2,91.84,23,52.89,137.76
31-593-0632,4,232,15,232,7/07/2022,2,3,44.57,37.04,33.88,66.855
31-593-0632,4,232,15,232,7/07/2022,2,3,220,67.77,33.88,330
31-593-0632,4,232,15,232,7/07/2022,2,3,101.6,94.76,33.88,152.4
31-593-0632,4,232,15,232,7/07/2022,2,3,235,91.41,33.88,352.5
31-593-0632,4,232,15,232,7/07/2022,2,3,124.62,24,33.88,186.93
31-593-0632,4,232,15,232,7/07/2022,2,3,119.8,35.44,33.88,179.7
31-593-0632,4,232,15,232,7/07/2022,2,3,98,20,33.88,147
31-593-0632,4,232,15,232,7/07/2022,2,3,83.99,9.71,33.88,125.985
31-593-0632,4,232,15,232,7/07/2022,2,3,225,10,33.88,337.5
31-593-0632,4,232,15,232,7/07/2022,2,3,133.17,31.2,33.88,199.755
31-593-0632,4,232,15,232,7/07/2022,2,3,210,15,33.88,315
31-593-0632,4,232,15,232,7/07/2022,2,3,44.57,80.34,33.88,66.855
31-593-0632,4,232,15,232,7/07/2022,2,3,220,53.53,33.88,330
31-593-0632,4,232,15,232,7/07/2022,2,3,101.6,61.49,33.88,152.4
31-593-0632,4,232,15,232,7/07/2022,2,3,235,10.52,33.88,352.5
31-593-0632,4,232,15,232,7/07/2022,2,3,124.62,54.08,33.88,186.93
31-593-0632,4,232,15,232,7/07/2022,2,3,119.8,23,33.88,179.7
31-593-0632,4,232,15,232,7/07/2022,2,3,98,91.14,33.88,147
31-593-0632,4,232,15,232,7/07/2022,2,3,83.99,11.23,33.88,125.985
31-593-0632,4,232,15,232,7/07/2022,2,3,225,98.01,33.88,337.5
31-593-0632,4,232,15,232,7/07/2022,2,3,133.17,73.09,33.88,199.755
89-100-6055,5,233,14,233,19/06/2021,15,2,91.84,24,51.49,137.76
89-100-6055,5,233,14,233,19/06/2021,15,2,320,35.44,51.49,480
89-100-6055,5,233,14,233,19/06/2021,15,2,93.13,20,51.49,139.695
89-100-6055,5,233,14,233,19/06/2021,15,2,75,9.71,51.49,112.5
89-100-6055,5,233,14,233,19/06/2021,15,2,144.09,10,51.49,216.135
89-100-6055,5,233,14,233,19/06/2021,15,2,125,31.2,51.49,187.5
89-100-6055,5,233,14,233,19/06/2021,15,2,168.27,15,51.49,252.405
89-100-6055,5,233,14,233,19/06/2021,15,2,69.38,80.34,51.49,104.07
89-100-6055,5,233,14,233,19/06/2021,15,2,190,53.53,51.49,285
89-100-6055,5,233,14,233,19/06/2021,15,2,52.08,61.49,51.49,78.12
89-100-6055,5,233,14,233,19/06/2021,15,2,310,10.52,51.49,465
89-100-6055,5,233,14,233,19/06/2021,15,2,91.84,54.08,51.49,137.76
89-100-6055,5,233,14,233,19/06/2021,15,2,320,23,51.49,480
89-100-6055,5,233,14,233,19/06/2021,15,2,93.13,91.14,51.49,139.695
89-100-6055,5,233,14,233,19/06/2021,15,2,75,11.23,51.49,112.5
89-100-6055,5,233,14,233,19/06/2021,15,2,144.09,98.01,51.49,216.135
89-100-6055,5,233,14,233,19/06/2021,15,2,125,73.09,51.49,187.5
89-100-6055,5,233,14,233,19/06/2021,15,2,168.27,97.48,51.49,252.405
89-100-6055,5,233,14,233,19/06/2021,15,2,69.38,51.05,51.49,104.07
89-100-6055,5,233,14,233,19/06/2021,15,2,190,99.24,51.49,285
89-100-6055,5,233,14,233,19/06/2021,15,2,52.08,20.33,51.49,78.12
31-087-9491,6,234,15,234,26/10/2022,4,1,133.17,10,40.12,199.755
31-087-9491,6,234,15,234,26/10/2022,4,1,210,31.2,40.12,315
31-087-9491,6,234,15,234,26/10/2022,4,1,44.57,15,40.12,66.855
31-087-9491,6,234,15,234,26/10/2022,4,1,220,80.34,40.12,330
31-087-9491,6,234,15,234,26/10/2022,4,1,101.6,53.53,40.12,152.4
31-087-9491,6,234,15,234,26/10/2022,4,1,235,61.49,40.12,352.5
31-087-9491,6,234,15,234,26/10/2022,4,1,124.62,10.52,40.12,186.93
31-087-9491,6,234,15,234,26/10/2022,4,1,119.8,54.08,40.12,179.7
31-087-9491,6,234,15,234,26/10/2022,4,1,98,23,40.12,147
31-087-9491,6,234,15,234,26/10/2022,4,1,83.99,91.14,40.12,125.985
31-087-9491,6,234,15,234,26/10/2022,4,1,225,11.23,40.12,337.5
31-087-9491,6,234,15,234,26/10/2022,4,1,133.17,98.01,40.12,199.755
31-087-9491,6,234,15,234,26/10/2022,4,1,210,73.09,40.12,315
31-087-9491,6,234,15,234,26/10/2022,4,1,44.57,97.48,40.12,66.855
31-087-9491,6,234,15,234,26/10/2022,4,1,220,51.05,40.12,330
31-087-9491,6,234,15,234,26/10/2022,4,1,101.6,99.24,40.12,152.4
31-087-9491,6,234,15,234,26/10/2022,4,1,235,20.33,40.12,352.5
31-087-9491,6,234,15,234,26/10/2022,4,1,124.62,68.89,40.12,186.93
31-087-9491,6,234,15,234,26/10/2022,4,1,119.8,89.84,40.12,179.7
31-087-9491,6,234,15,234,26/10/2022,4,1,98,30,40.12,147
31-087-9491,6,234,15,234,26/10/2022,4,1,83.99,9.12,40.12,125.985
88-367-5894,7,235,14,235,24/03/2021,2,3,52.08,53.53,79.15,78.12
88-367-5894,7,235,14,235,24/03/2021,2,3,310,61.49,79.15,465
88-367-5894,7,235,14,235,24/03/2021,2,3,91.84,10.52,79.15,137.76
88-367-5894,7,235,14,235,24/03/2021,2,3,320,54.08,79.15,480
88-367-5894,7,235,14,235,24/03/2021,2,3,93.13,23,79.15,139.695
88-367-5894,7,235,14,235,24/03/2021,2,3,75,91.14,79.15,112.5
88-367-5894,7,235,14,235,24/03/2021,2,3,144.09,11.23,79.15,216.135
88-367-5894,7,235,14,235,24/03/2021,2,3,125,98.01,79.15,187.5
88-367-5894,7,235,14,235,24/03/2021,2,3,168.27,73.09,79.15,252.405
88-367-5894,7,235,14,235,24/03/2021,2,3,69.38,97.48,79.15,104.07
88-367-5894,7,235,14,235,24/03/2021,2,3,190,51.05,79.15,285
88-367-5894,7,235,14,235,24/03/2021,2,3,52.08,99.24,79.15,78.12
88-367-5894,7,235,14,235,24/03/2021,2,3,310,20.33,79.15,465
88-367-5894,7,235,14,235,24/03/2021,2,3,91.84,68.89,79.15,137.76
88-367-5894,7,235,14,235,24/03/2021,2,3,320,89.84,79.15,480
88-367-5894,7,235,14,235,24/03/2021,2,3,93.13,30,79.15,139.695
88-367-5894,7,235,14,235,24/03/2021,2,3,75,9.12,79.15,112.5
88-367-5894,7,235,14,235,24/03/2021,2,3,144.09,47.84,79.15,216.135
88-367-5894,7,235,14,235,24/03/2021,2,3,125,17.4,79.15,187.5
88-367-5894,7,235,14,235,24/03/2021,2,3,168.27,37.04,79.15,252.405
88-367-5894,7,235,14,235,24/03/2021,2,3,69.38,67.77,79.15,104.07
97-219-4069,8,236,15,236,24/11/2021,10,3,83.99,23,76.19,125.985
97-219-4069,8,236,15,236,24/11/2021,10,3,225,91.14,76.19,337.5
97-219-4069,8,236,15,236,24/11/2021,10,3,133.17,11.23,76.19,199.755
97-219-4069,8,236,15,236,24/11/2021,10,3,210,98.01,76.19,315
97-219-4069,8,236,15,236,24/11/2021,10,3,44.57,73.09,76.19,66.855
97-219-4069,8,236,15,236,24/11/2021,10,3,220,97.48,76.19,330
97-219-4069,8,236,15,236,24/11/2021,10,3,101.6,51.05,76.19,152.4
97-219-4069,8,236,15,236,24/11/2021,10,3,235,99.24,76.19,352.5
97-219-4069,8,236,15,236,24/11/2021,10,3,124.62,20.33,76.19,186.93
97-219-4069,8,236,15,236,24/11/2021,10,3,119.8,68.89,76.19,179.7
97-219-4069,8,236,15,236,24/11/2021,10,3,98,89.84,76.19,147
97-219-4069,8,236,15,236,24/11/2021,10,3,83.99,30,76.19,125.985
97-219-4069,8,236,15,236,24/11/2021,10,3,225,9.12,76.19,337.5
97-219-4069,8,236,15,236,24/11/2021,10,3,133.17,47.84,76.19,199.755
97-219-4069,8,236,15,236,24/11/2021,10,3,210,17.4,76.19,315
97-219-4069,8,236,15,236,24/11/2021,10,3,44.57,37.04,76.19,66.855
97-219-4069,8,236,15,236,24/11/2021,10,3,220,67.77,76.19,330
97-219-4069,8,236,15,236,24/11/2021,10,3,101.6,94.76,76.19,152.4
97-219-4069,8,236,15,236,24/11/2021,10,3,235,91.41,76.19,352.5
97-219-4069,8,236,15,236,24/11/2021,10,3,124.62,24,76.19,186.93
97-219-4069,8,236,15,236,24/11/2021,10,3,119.8,35.44,76.19,179.7
33-755-4654,9,237,11,237,23/07/2022,8,2,69.38,73.09,88.95,104.07
33-755-4654,9,237,11,237,23/07/2022,8,2,190,97.48,88.95,285
33-755-4654,9,237,11,237,23/07/2022,8,2,52.08,51.05,88.95,78.12
33-755-4654,9,237,11,237,23/07/2022,8,2,310,99.24,88.95,465
33-755-4654,9,237,11,237,23/07/2022,8,2,91.84,20.33,88.95,137.76
33-755-4654,9,237,11,237,23/07/2022,8,2,320,68.89,88.95,480
33-755-4654,9,237,11,237,23/07/2022,8,2,93.13,89.84,88.95,139.695
33-755-4654,9,237,11,237,23/07/2022,8,2,75,30,88.95,112.5
33-755-4654,9,237,11,237,23/07/2022,8,2,144.09,9.12,88.95,216.135
33-755-4654,9,237,11,237,23/07/2022,8,2,125,47.84,88.95,187.5
33-755-4654,9,237,11,237,23/07/2022,8,2,168.27,17.4,88.95,252.405
33-755-4654,9,237,11,237,23/07/2022,8,2,69.38,37.04,88.95,104.07
33-755-4654,9,237,11,237,23/07/2022,8,2,190,67.77,88.95,285
33-755-4654,9,237,11,237,23/07/2022,8,2,52.08,94.76,88.95,78.12
33-755-4654,9,237,11,237,23/07/2022,8,2,310,91.41,88.95,465
33-755-4654,9,237,11,237,23/07/2022,8,2,91.84,24,88.95,137.76
33-755-4654,9,237,11,237,23/07/2022,8,2,320,35.44,88.95,480
33-755-4654,9,237,11,237,23/07/2022,8,2,93.13,20,88.95,139.695
33-755-4654,9,237,11,237,23/07/2022,8,2,75,9.71,88.95,112.5
33-755-4654,9,237,11,237,23/07/2022,8,2,144.09,10,88.95,216.135
33-755-4654,9,237,11,237,23/07/2022,8,2,125,31.2,88.95,187.5
98-391-7796,10,238,13,238,19/06/2021,12,1,119.8,20.33,38.71,179.7
98-391-7796,10,238,13,238,19/06/2021,12,1,98,68.89,38.71,147
98-391-7796,10,238,13,238,19/06/2021,12,1,83.99,89.84,38.71,125.985
98-391-7796,10,238,13,238,19/06/2021,12,1,225,30,38.71,337.5
98-391-7796,10,238,13,238,19/06/2021,12,1,133.17,9.12,38.71,199.755
98-391-7796,10,238,13,238,19/06/2021,12,1,210,47.84,38.71,315
98-391-7796,10,238,13,238,19/06/2021,12,1,44.57,17.4,38.71,66.855
98-391-7796,10,238,13,238,19/06/2021,12,1,220,37.04,38.71,330
98-391-7796,10,238,13,238,19/06/2021,12,1,101.6,67.77,38.71,152.4
98-391-7796,10,238,13,238,19/06/2021,12,1,235,94.76,38.71,352.5
98-391-7796,10,238,13,238,19/06/2021,12,1,124.62,91.41,38.71,186.93
98-391-7796,10,238,13,238,19/06/2021,12,1,119.8,24,38.71,179.7
98-391-7796,10,238,13,238,19/06/2021,12,1,98,35.44,38.71,147
98-391-7796,10,238,13,238,19/06/2021,12,1,83.99,20,38.71,125.985
98-391-7796,10,238,13,238,19/06/2021,12,1,225,9.71,38.71,337.5
98-391-7796,10,238,13,238,19/06/2021,12,1,133.17,10,38.71,199.755
98-391-7796,10,238,13,238,19/06/2021,12,1,210,31.2,38.71,315
98-391-7796,10,238,13,238,19/06/2021,12,1,44.57,15,38.71,66.855
98-391-7796,10,238,13,238,19/06/2021,12,1,220,80.34,38.71,330
98-391-7796,10,238,13,238,19/06/2021,12,1,101.6,53.53,38.71,152.4
98-391-7796,10,238,13,238,19/06/2021,12,1,235,61.49,38.71,352.5
13-469-9343,11,239,14,239,28/03/2020,9,2,125,9.12,95.04,187.5
13-469-9343,11,239,14,239,28/03/2020,9,2,168.27,47.84,95.04,252.405
13-469-9343,11,239,14,239,28/03/2020,9,2,69.38,17.4,95.04,104.07
13-469-9343,11,239,14,239,28/03/2020,9,2,190,37.04,95.04,285
13-469-9343,11,239,14,239,28/03/2020,9,2,52.08,67.77,95.04,78.12
13-469-9343,11,239,14,239,28/03/2020,9,2,310,94.76,95.04,465
13-469-9343,11,239,14,239,28/03/2020,9,2,91.84,91.41,95.04,137.76
13-469-9343,11,239,14,239,28/03/2020,9,2,320,24,95.04,480
13-469-9343,11,239,14,239,28/03/2020,9,2,93.13,35.44,95.04,139.695
13-469-9343,11,239,14,239,28/03/2020,9,2,75,20,95.04,112.5
13-469-9343,11,239,14,239,28/03/2020,9,2,144.09,9.71,95.04,216.135
13-469-9343,11,239,14,239,28/03/2020,9,2,125,10,95.04,187.5
13-469-9343,11,239,14,239,28/03/2020,9,2,168.27,31.2,95.04,252.405
13-469-9343,11,239,14,239,28/03/2020,9,2,69.38,15,95.04,104.07
13-469-9343,11,239,14,239,28/03/2020,9,2,190,80.34,95.04,285
13-469-9343,11,239,14,239,28/03/2020,9,2,52.08,53.53,95.04,78.12
13-469-9343,11,239,14,239,28/03/2020,9,2,310,61.49,95.04,465
13-469-9343,11,239,14,239,28/03/2020,9,2,91.84,10.52,95.04,137.76
13-469-9343,11,239,14,239,28/03/2020,9,2,320,54.08,95.04,480
13-469-9343,11,239,14,239,28/03/2020,9,2,93.13,23,95.04,139.695
13-469-9343,11,239,14,239,28/03/2020,9,2,75,91.14,95.04,112.5
86-275-9654,12,240,15,240,30/09/2020,3,3,235,67.77,14.62,352.5
86-275-9654,12,240,15,240,30/09/2020,3,3,124.62,94.76,14.62,186.93
86-275-9654,12,240,15,240,30/09/2020,3,3,119.8,91.41,14.62,179.7
86-275-9654,12,240,15,240,30/09/2020,3,3,98,24,14.62,147
86-275-9654,12,240,15,240,30/09/2020,3,3,83.99,35.44,14.62,125.985
86-275-9654,12,240,15,240,30/09/2020,3,3,225,20,14.62,337.5
86-275-9654,12,240,15,240,30/09/2020,3,3,133.17,9.71,14.62,199.755
86-275-9654,12,240,15,240,30/09/2020,3,3,210,10,14.62,315
86-275-9654,12,240,15,240,30/09/2020,3,3,44.57,31.2,14.62,66.855
86-275-9654,12,240,15,240,30/09/2020,3,3,220,15,14.62,330
86-275-9654,12,240,15,240,30/09/2020,3,3,101.6,80.34,14.62,152.4
86-275-9654,12,240,15,240,30/09/2020,3,3,235,53.53,14.62,352.5
86-275-9654,12,240,15,240,30/09/2020,3,3,124.62,61.49,14.62,186.93
86-275-9654,12,240,15,240,30/09/2020,3,3,119.8,10.52,14.62,179.7
86-275-9654,12,240,15,240,30/09/2020,3,3,98,54.08,14.62,147
86-275-9654,12,240,15,240,30/09/2020,3,3,83.99,23,14.62,125.985
86-275-9654,12,240,15,240,30/09/2020,3,3,225,91.14,14.62,337.5
86-275-9654,12,240,15,240,30/09/2020,3,3,133.17,11.23,14.62,199.755
86-275-9654,12,240,15,240,30/09/2020,3,3,210,98.01,14.62,315
86-275-9654,12,240,15,240,30/09/2020,3,3,44.57,73.09,14.62,66.855
86-275-9654,12,240,15,240,30/09/2020,3,3,220,97.48,14.62,330
30-791-3047,1,241,11,241,14/03/2022,7,2,75,35.44,97.35,112.5
30-791-3047,1,241,11,241,14/03/2022,7,2,144.09,20,97.35,216.135
30-791-3047,1,241,11,241,14/03/2022,7,2,125,9.71,97.35,187.5
30-791-3047,1,241,11,241,14/03/2022,7,2,168.27,10,97.35,252.405
30-791-3047,1,241,11,241,14/03/2022,7,2,69.38,31.2,97.35,104.07
30-791-3047,1,241,11,241,14/03/2022,7,2,190,15,97.35,285
30-791-3047,1,241,11,241,14/03/2022,7,2,52.08,80.34,97.35,78.12
30-791-3047,1,241,11,241,14/03/2022,7,2,310,53.53,97.35,465
30-791-3047,1,241,11,241,14/03/2022,7,2,91.84,61.49,97.35,137.76
30-791-3047,1,241,11,241,14/03/2022,7,2,320,10.52,97.35,480
30-791-3047,1,241,11,241,14/03/2022,7,2,93.13,54.08,97.35,139.695
30-791-3047,1,241,11,241,14/03/2022,7,2,75,23,97.35,112.5
30-791-3047,1,241,11,241,14/03/2022,7,2,144.09,91.14,97.35,216.135
30-791-3047,1,241,11,241,14/03/2022,7,2,125,11.23,97.35,187.5
30-791-3047,1,241,11,241,14/03/2022,7,2,168.27,98.01,97.35,252.405
30-791-3047,1,241,11,241,14/03/2022,7,2,69.38,73.09,97.35,104.07
30-791-3047,1,241,11,241,14/03/2022,7,2,190,97.48,97.35,285
30-791-3047,1,241,11,241,14/03/2022,7,2,52.08,51.05,97.35,78.12
30-791-3047,1,241,11,241,14/03/2022,7,2,310,99.24,97.35,465
30-791-3047,1,241,11,241,14/03/2022,7,2,91.84,20.33,97.35,137.76
30-791-3047,1,241,11,241,14/03/2022,7,2,320,68.89,97.35,480
13-673-8989,2,242,14,242,2/03/2022,1,1,220,31.2,72.19,330
13-673-8989,2,242,14,242,2/03/2022,1,1,101.6,15,72.19,152.4
13-673-8989,2,242,14,242,2/03/2022,1,1,235,80.34,72.19,352.5
13-673-8989,2,242,14,242,2/03/2022,1,1,124.62,53.53,72.19,186.93
13-673-8989,2,242,14,242,2/03/2022,1,1,119.8,61.49,72.19,179.7
13-673-8989,2,242,14,242,2/03/2022,1,1,98,10.52,72.19,147
13-673-8989,2,242,14,242,2/03/2022,1,1,83.99,54.08,72.19,125.985
13-673-8989,2,242,14,242,2/03/2022,1,1,225,23,72.19,337.5
13-673-8989,2,242,14,242,2/03/2022,1,1,133.17,91.14,72.19,199.755
13-673-8989,2,242,14,242,2/03/2022,1,1,210,11.23,72.19,315
13-673-8989,2,242,14,242,2/03/2022,1,1,44.57,98.01,72.19,66.855
13-673-8989,2,242,14,242,2/03/2022,1,1,220,73.09,72.19,330
13-673-8989,2,242,14,242,2/03/2022,1,1,101.6,97.48,72.19,152.4
13-673-8989,2,242,14,242,2/03/2022,1,1,235,51.05,72.19,352.5
13-673-8989,2,242,14,242,2/03/2022,1,1,124.62,99.24,72.19,186.93
13-673-8989,2,242,14,242,2/03/2022,1,1,119.8,20.33,72.19,179.7
13-673-8989,2,242,14,242,2/03/2022,1,1,98,68.89,72.19,147
13-673-8989,2,242,14,242,2/03/2022,1,1,83.99,89.84,72.19,125.985
13-673-8989,2,242,14,242,2/03/2022,1,1,225,30,72.19,337.5
13-673-8989,2,242,14,242,2/03/2022,1,1,133.17,9.12,72.19,199.755
13-673-8989,2,242,14,242,2/03/2022,1,1,210,47.84,72.19,315
01-855-8188,3,243,11,243,19/02/2021,8,3,320,61.49,32.18,480
01-855-8188,3,243,11,243,19/02/2021,8,3,93.13,10.52,32.18,139.695
01-855-8188,3,243,11,243,19/02/2021,8,3,75,54.08,32.18,112.5
01-855-8188,3,243,11,243,19/02/2021,8,3,144.09,23,32.18,216.135
01-855-8188,3,243,11,243,19/02/2021,8,3,125,91.14,32.18,187.5
01-855-8188,3,243,11,243,19/02/2021,8,3,168.27,11.23,32.18,252.405
01-855-8188,3,243,11,243,19/02/2021,8,3,69.38,98.01,32.18,104.07
01-855-8188,3,243,11,243,19/02/2021,8,3,190,73.09,32.18,285
01-855-8188,3,243,11,243,19/02/2021,8,3,52.08,97.48,32.18,78.12
01-855-8188,3,243,11,243,19/02/2021,8,3,310,51.05,32.18,465
01-855-8188,3,243,11,243,19/02/2021,8,3,91.84,99.24,32.18,137.76
01-855-8188,3,243,11,243,19/02/2021,8,3,320,20.33,32.18,480
01-855-8188,3,243,11,243,19/02/2021,8,3,93.13,68.89,32.18,139.695
01-855-8188,3,243,11,243,19/02/2021,8,3,75,89.84,32.18,112.5
01-855-8188,3,243,11,243,19/02/2021,8,3,144.09,30,32.18,216.135
01-855-8188,3,243,11,243,19/02/2021,8,3,125,9.12,32.18,187.5
01-855-8188,3,243,11,243,19/02/2021,8,3,168.27,47.84,32.18,252.405
01-855-8188,3,243,11,243,19/02/2021,8,3,69.38,17.4,32.18,104.07
01-855-8188,3,243,11,243,19/02/2021,8,3,190,37.04,32.18,285
01-855-8188,3,243,11,243,19/02/2021,8,3,52.08,67.77,32.18,78.12
01-855-8188,3,243,11,243,19/02/2021,8,3,310,94.76,32.18,465
28-341-5469,4,244,15,244,25/07/2021,6,3,210,91.14,84.32,315
28-341-5469,4,244,15,244,25/07/2021,6,3,44.57,11.23,84.32,66.855
28-341-5469,4,244,15,244,25/07/2021,6,3,220,98.01,84.32,330
28-341-5469,4,244,15,244,25/07/2021,6,3,101.6,73.09,84.32,152.4
28-341-5469,4,244,15,244,25/07/2021,6,3,235,97.48,84.32,352.5
28-341-5469,4,244,15,244,25/07/2021,6,3,124.62,51.05,84.32,186.93
28-341-5469,4,244,15,244,25/07/2021,6,3,119.8,99.24,84.32,179.7
28-341-5469,4,244,15,244,25/07/2021,6,3,98,20.33,84.32,147
28-341-5469,4,244,15,244,25/07/2021,6,3,83.99,68.89,84.32,125.985
28-341-5469,4,244,15,244,25/07/2021,6,3,225,89.84,84.32,337.5
28-341-5469,4,244,15,244,25/07/2021,6,3,133.17,30,84.32,199.755
28-341-5469,4,244,15,244,25/07/2021,6,3,210,9.12,84.32,315
28-341-5469,4,244,15,244,25/07/2021,6,3,44.57,47.84,84.32,66.855
28-341-5469,4,244,15,244,25/07/2021,6,3,220,17.4,84.32,330
28-341-5469,4,244,15,244,25/07/2021,6,3,101.6,37.04,84.32,152.4
28-341-5469,4,244,15,244,25/07/2021,6,3,235,67.77,84.32,352.5
28-341-5469,4,244,15,244,25/07/2021,6,3,124.62,94.76,84.32,186.93
28-341-5469,4,244,15,244,25/07/2021,6,3,119.8,91.41,84.32,179.7
28-341-5469,4,244,15,244,25/07/2021,6,3,98,24,84.32,147
28-341-5469,4,244,15,244,25/07/2021,6,3,83.99,35.44,84.32,125.985
28-341-5469,4,244,15,244,25/07/2021,6,3,225,20,84.32,337.5
31-221-4991,5,245,14,245,28/11/2020,13,2,310,97.48,16.43,465
31-221-4991,5,245,14,245,28/11/2020,13,2,91.84,51.05,16.43,137.76
31-221-4991,5,245,14,245,28/11/2020,13,2,320,99.24,16.43,480
31-221-4991,5,245,14,245,28/11/2020,13,2,93.13,20.33,16.43,139.695
31-221-4991,5,245,14,245,28/11/2020,13,2,75,68.89,16.43,112.5
31-221-4991,5,245,14,245,28/11/2020,13,2,144.09,89.84,16.43,216.135
31-221-4991,5,245,14,245,28/11/2020,13,2,125,30,16.43,187.5
31-221-4991,5,245,14,245,28/11/2020,13,2,168.27,9.12,16.43,252.405
31-221-4991,5,245,14,245,28/11/2020,13,2,69.38,47.84,16.43,104.07
31-221-4991,5,245,14,245,28/11/2020,13,2,190,17.4,16.43,285
31-221-4991,5,245,14,245,28/11/2020,13,2,52.08,37.04,16.43,78.12
31-221-4991,5,245,14,245,28/11/2020,13,2,310,67.77,16.43,465
31-221-4991,5,245,14,245,28/11/2020,13,2,91.84,94.76,16.43,137.76
31-221-4991,5,245,14,245,28/11/2020,13,2,320,91.41,16.43,480
31-221-4991,5,245,14,245,28/11/2020,13,2,93.13,24,16.43,139.695
31-221-4991,5,245,14,245,28/11/2020,13,2,75,35.44,16.43,112.5
31-221-4991,5,245,14,245,28/11/2020,13,2,144.09,20,16.43,216.135
31-221-4991,5,245,14,245,28/11/2020,13,2,125,9.71,16.43,187.5
31-221-4991,5,245,14,245,28/11/2020,13,2,168.27,10,16.43,252.405
31-221-4991,5,245,14,245,28/11/2020,13,2,69.38,31.2,16.43,104.07
31-221-4991,5,245,14,245,28/11/2020,13,2,190,15,16.43,285
22-872-7952,6,246,13,246,27/08/2020,8,1,225,68.89,29.68,337.5
22-872-7952,6,246,13,246,27/08/2020,8,1,133.17,89.84,29.68,199.755
22-872-7952,6,246,13,246,27/08/2020,8,1,210,30,29.68,315
22-872-7952,6,246,13,246,27/08/2020,8,1,44.57,9.12,29.68,66.855
22-872-7952,6,246,13,246,27/08/2020,8,1,220,47.84,29.68,330
22-872-7952,6,246,13,246,27/08/2020,8,1,101.6,17.4,29.68,152.4
22-872-7952,6,246,13,246,27/08/2020,8,1,235,37.04,29.68,352.5
22-872-7952,6,246,13,246,27/08/2020,8,1,124.62,67.77,29.68,186.93
22-872-7952,6,246,13,246,27/08/2020,8,1,119.8,94.76,29.68,179.7
22-872-7952,6,246,13,246,27/08/2020,8,1,98,91.41,29.68,147
22-872-7952,6,246,13,246,27/08/2020,8,1,83.99,24,29.68,125.985
22-872-7952,6,246,13,246,27/08/2020,8,1,225,35.44,29.68,337.5
22-872-7952,6,246,13,246,27/08/2020,8,1,133.17,20,29.68,199.755
22-872-7952,6,246,13,246,27/08/2020,8,1,210,9.71,29.68,315
22-872-7952,6,246,13,246,27/08/2020,8,1,44.57,10,29.68,66.855
22-872-7952,6,246,13,246,27/08/2020,8,1,220,31.2,29.68,330
22-872-7952,6,246,13,246,27/08/2020,8,1,101.6,15,29.68,152.4
22-872-7952,6,246,13,246,27/08/2020,8,1,235,80.34,29.68,352.5
